position,name,rarity,special_skill,date_added,debut_tour,is_daily_select,is_in_pipes,favorite_courses_base,favorite_courses_level_3,favorite_courses_level_6,favored_courses,baby,crown,dress,earrings,extended_tongue,gloves,hat,helmet,horns,kong,koopaling,mustache,ribbon,shell,short_sleeves,three_hairs,tie
54,Peach (Vacation),High-End,Coin Box,2019-11-06,Paris Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R/T, 3DS Daisy Hills T, 3DS Mario Circuit R, 3DS Toad Circuit R, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R/T, N64 Koopa Troopa Beach T, N64 Royal Raceway R, Paris Promenade, Paris Promenade 2R, Paris Promenade R/T, SNES Mario Circuit 1R, SNES Mario Circuit 3, Wii Maple Treeway R","3DS Cheep Cheep Lagoon R, GCN Yoshi Circuit R/T","3DS Rainbow Road R, SNES Mario Circuit 1",,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
55,Mario (Santa),High-End,Fire Flower,2019-11-20,Winter Tour (2019),FALSE,FALSE,"3DS Mario Circuit R/T, 3DS Rosalina's Ice World T, DS DK Pass, DS Luigi's Mansion, Merry Mountain R, Paris Promenade, Paris Promenade R, SNES Mario Circuit 1R, SNES Mario Circuit 1R/T, SNES Rainbow Road R, SNES Rainbow Road T, SNES Vanilla Lake 1T","DS DK Pass R/T, SNES Mario Circuit 3R","DS DK Pass R, SNES Choco Island 2",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
56,Pink Gold Peach,High-End,Coin Box,2019-11-20,Winter Tour (2019),FALSE,FALSE,"3DS Rainbow Road R/T, 3DS Rainbow Road T, DS DK Pass T, DS Luigi's Mansion T, DS Waluigi Pinball R/T, GCN Yoshi Circuit R/T, N64 Choco Mountain, N64 Kalimari Desert 2R, N64 Royal Raceway T, RMX Choco Island 1, RMX Choco Island 2R, SNES Rainbow Road R/T, SNES Rainbow Road T","SNES Mario Circuit 1, SNES Mario Circuit 3T","N64 Royal Raceway, N64 Royal Raceway R",,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
57,Daisy (Holiday Cheer),High-End,Lucky Seven,2019-12-04,London Tour,FALSE,FALSE,"3DS Daisy Hills R, 3DS Shy Guy Bazaar T, 3DS Toad Circuit R/T, GBA Sunset Wilds R/T, London Loop, London Loop R/T, Merry Mountain R, N64 Koopa Troopa Beach R, RMX Choco Island 1T, SNES Donut Plains 2R/T, SNES Mario Circuit 3R, Tokyo Blur 3T","3DS Daisy Hills T, SNES Choco Island 2R","DS Luigi's Mansion R, RMX Mario Circuit 1T",,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,Yoshi (Reindeer),High-End,Yoshi's Egg,2019-12-18,Holiday Tour,FALSE,FALSE,"3DS Rock Rock Mountain, GCN Dino Dino Jungle, GCN Yoshi Circuit, GCN Yoshi Circuit T, London Loop 2R/T, Merry Mountain T, N64 Koopa Troopa Beach R/T, New York Minute 2, New York Minute 2T, RMX Rainbow Road 1R, RMX Rainbow Road 1T, SNES Vanilla Lake 1T, Tokyo Blur 3, Tokyo Blur 3R, Vancouver Velocity R/T","3DS Shy Guy Bazaar T, GCN Dino Dino Jungle R/T","N64 Frappe Snowland, N64 Frappe Snowland R",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
59,Pauline (Party Time),High-End,Coin Box,2019-12-18,Holiday Tour,FALSE,FALSE,"3DS Neo Bowser City R/T, 3DS Rainbow Road R, 3DS Shy Guy Bazaar R/T, DS Waluigi Pinball, London Loop 2R/T, Los Angeles Laps, N64 Frappe Snowland R, N64 Kalimari Desert 2, N64 Royal Raceway, New York Minute 2R, New York Minute 2R/T, New York Minute 2T, New York Minute 3, RMX Rainbow Road 2R, SNES Rainbow Road","DS DK Pass R, GBA Bowser's Castle 1R/T","N64 Kalimari Desert 2R, N64 Royal Raceway T",,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,Mario (Happi),High-End,Bob-omb Cannon,2020-01-01,New Year's Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R/T, 3DS Rainbow Road, 3DS Rock Rock Mountain R, N64 Koopa Troopa Beach T, RMX Rainbow Road 1, SNES Mario Circuit 1, SNES Mario Circuit 2, SNES Mario Circuit 2R, SNES Mario Circuit 3T, Tokyo Blur 2, Tokyo Blur 2R, Tokyo Blur 3, Tokyo Blur 4T, Tokyo Blur R","3DS Rock Rock Mountain, SNES Ghost Valley 1R/T","3DS Cheep Cheep Lagoon, N64 Royal Raceway R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
61,Toad (Party Time),High-End,Mushroom Cannon,2020-01-01,New Year's Tour,FALSE,FALSE,"3DS Mario Circuit R, 3DS Toad Circuit R, 3DS Toad Circuit R/T, 3DS Toad Circuit T, Berlin Byways 2R/T, Los Angeles Laps, N64 Koopa Troopa Beach R, SNES Choco Island 2R/T, SNES Mario Circuit 2R/T, SNES Mario Circuit 3R/T, Tokyo Blur, Tokyo Blur 2R, Wii Maple Treeway","DS DK Pass R/T, SNES Mario Circuit 1R/T","N64 Kalimari Desert 2T, SNES Mario Circuit 2",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
62,Peach (Wintertime),High-End,Dash Ring,2020-01-15,New Year's Tour,FALSE,FALSE,"3DS Mario Circuit R/T, GCN Yoshi Circuit, GCN Yoshi Circuit T, London Loop 2R/T, N64 Frappe Snowland, N64 Frappe Snowland R/T, N64 Frappe Snowland T, N64 Royal Raceway T, Paris Promenade R, RMX Choco Island 1R, SNES Choco Island 2T, SNES Vanilla Lake 1T, Tokyo Blur 4R","RMX Choco Island 1T, SNES Choco Island 2R","RMX Choco Island 1, RMX Mario Circuit 1",,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
63,Penguin Luigi,High-End,Ice Flower,2020-01-15,New Year's Tour,FALSE,FALSE,"3DS Mario Circuit R/T, 3DS Rock Rock Mountain R, 3DS Rosalina's Ice World T, Berlin Byways 2R, Berlin Byways 2T, DS DK Pass, DS DK Pass R, DS DK Pass R/T, DS Waluigi Pinball R/T, London Loop R, Merry Mountain, N64 Frappe Snowland T, RMX Choco Island 1R, RMX Mario Circuit 1R, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, SNES Donut Plains 2T, SNES Koopa Troopa Beach 2, SNES Mario Circuit 2R/T, SNES Vanilla Lake 1","3DS Rainbow Road R/T, DS Luigi's Mansion R","3DS Rock Rock Mountain, SNES Koopa Troopa Beach 2T",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
64,Ice Mario,High-End,Ice Flower,2020-01-15,New Year's Tour,FALSE,FALSE,"3DS Neo Bowser City R/T, 3DS Rainbow Road R, 3DS Rainbow Road R/T, 3DS Rainbow Road T, 3DS Rosalina's Ice World R, DS DK Pass R/T, N64 Frappe Snowland R/T, SNES Donut Plains 2R, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 1R/T, SNES Mario Circuit 2R/T, SNES Rainbow Road, SNES Rainbow Road R, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, Vancouver Velocity T","3DS Mario Circuit R/T, SNES Koopa Troopa Beach 2R","RMX Mario Circuit 1, SNES Vanilla Lake 1T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
65,Baby Peach (Cherub),High-End,Heart,2020-01-29,Valentine's Tour,FALSE,FALSE,"GCN Yoshi Circuit R/T, GCN Yoshi Circuit T, London Loop 2R, N64 Frappe Snowland R/T, Paris Promenade 2, Paris Promenade 2R/T, RMX Choco Island 1R, RMX Choco Island 2T, RMX Rainbow Road 2T, SNES Choco Island 1R, SNES Choco Island 1T, SNES Choco Island 2, SNES Donut Plains 1R, SNES Donut Plains 2, SNES Donut Plains 2R, SNES Donut Plains 2R/T, SNES Mario Circuit 1, SNES Mario Circuit 2R/T, SNES Rainbow Road R","DS DK Pass T, SNES Rainbow Road R/T","N64 Frappe Snowland T, RMX Choco Island 1",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
66,Rosalina (Aurora),High-End,Ice Flower,2020-02-12,Vancouver Tour,FALSE,FALSE,"3DS Mario Circuit T, 3DS Rainbow Road, 3DS Rainbow Road R, 3DS Rainbow Road R/T, Berlin Byways 2R, London Loop 2R, N64 Choco Mountain R, N64 Choco Mountain T, N64 Frappe Snowland R, N64 Frappe Snowland T, RMX Mario Circuit 1R, RMX Rainbow Road 1, RMX Rainbow Road 2R, SNES Vanilla Lake 1R/T, Vancouver Velocity, Vancouver Velocity R, Vancouver Velocity R/T","N64 Frappe Snowland, N64 Frappe Snowland R/T","DS DK Pass, RMX Rainbow Road 1R",,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,Mario (Classic),High-End,Triple Mushrooms,2020-02-26,Mario Bros. Tour,FALSE,FALSE,"GBA Sunset Wilds R, GBA Sunset Wilds R/T, London Loop R/T, London Loop T, RMX Mario Circuit 1, RMX Mario Circuit 1R, RMX Mario Circuit 1R/T, RMX Mario Circuit 1T, SNES Mario Circuit 1, SNES Mario Circuit 2, SNES Mario Circuit 2R/T, SNES Mario Circuit 2T, Tokyo Blur 4T","SNES Mario Circuit 2R, SNES Vanilla Lake 1","SNES Donut Plains 1T, SNES Mario Circuit 3",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
68,Luigi (Classic),High-End,Lucky Seven,2020-02-26,Mario Bros. Tour,FALSE,FALSE,"3DS Mario Circuit R/T, DS Luigi's Mansion R, DS Luigi's Mansion R/T, GBA Sunset Wilds, London Loop, London Loop T, Merry Mountain, Paris Promenade, SNES Donut Plains 1R/T, SNES Mario Circuit 2R, SNES Mario Circuit 2T, SNES Mario Circuit 3T, Wii Maple Treeway T","N64 Frappe Snowland R, SNES Mario Circuit 1T","3DS Toad Circuit R, SNES Vanilla Lake 1R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Baby Rosalina (Detective),High-End,Dash Ring,2020-03-11,Baby Rosalina Tour,FALSE,FALSE,"3DS Daisy Hills R/T, 3DS Shy Guy Bazaar T, Berlin Byways 2R, Berlin Byways 2R/T, DS Luigi's Mansion R/T, GCN Yoshi Circuit R/T, London Loop 2, London Loop 2R, London Loop 2R/T, London Loop R, N64 Frappe Snowland, N64 Frappe Snowland R, Paris Promenade 2, RMX Choco Island 1, RMX Choco Island 2R, RMX Mario Circuit 1T, Tokyo Blur 2, Tokyo Blur 2T, Tokyo Blur R, Tokyo Blur T, Vancouver Velocity T","3DS Daisy Hills, RMX Mario Circuit 1R/T","DS Luigi's Mansion T, RMX Choco Island 1R",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
70,Yoshi (Egg Hunt),High-End,Yoshi's Egg,2020-04-08,Yoshi Tour (2020),FALSE,FALSE,"3DS Cheep Cheep Lagoon R/T, 3DS Daisy Hills, GBA Sunset Wilds R, GCN Dino Dino Jungle R/T, GCN Yoshi Circuit, GCN Yoshi Circuit R, GCN Yoshi Circuit R/T, RMX Mario Circuit 1R, RMX Mario Circuit 1R/T, SNES Mario Circuit 2, SNES Mario Circuit 2R, Tokyo Blur R, Tokyo Blur T, Wii Maple Treeway T","GCN Dino Dino Jungle T, SNES Mario Circuit 2T","3DS Cheep Cheep Lagoon T, SNES Donut Plains 1R/T",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
71,Black Yoshi,High-End,Double Bob-ombs,2020-04-15,Yoshi Tour (2020),FALSE,FALSE,"3DS Daisy Hills, 3DS Daisy Hills R/T, 3DS Daisy Hills T, 3DS Rock Rock Mountain T, 3DS Toad Circuit, DS DK Pass R/T, GBA Sunset Wilds, GBA Sunset Wilds T, GCN Yoshi Circuit R, N64 Choco Mountain T, Paris Promenade 2, RMX Mario Circuit 1R/T, SNES Donut Plains 1R/T, SNES Donut Plains 2R, SNES Ghost Valley 1R, SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2T, Tokyo Blur 3R, Tokyo Blur 3T, Wii DK Summit R","3DS Daisy Hills R, GCN Yoshi Circuit","N64 Choco Mountain, SNES Ghost Valley 1",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
72,Builder Mario,High-End,Hammer,2020-04-22,Trick Tour (2020),FALSE,FALSE,"3DS Mario Circuit R/T, GBA Bowser's Castle 1T, GBA Sunset Wilds T, London Loop R/T, Los Angeles Laps R/T, Los Angeles Laps T, N64 Kalimari Desert T, RMX Choco Island 1R, RMX Mario Circuit 1T, SNES Choco Island 2R/T, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 1R/T, SNES Mario Circuit 1T, Tokyo Blur 4R/T, Tokyo Blur R/T","3DS Daisy Hills R/T, 3DS Daisy Hills T","3DS Toad Circuit T, RMX Choco Island 1T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
73,Builder Toad,High-End,Bob-omb Cannon,2020-04-22,Trick Tour (2020),FALSE,FALSE,"3DS Cheep Cheep Lagoon T, 3DS Toad Circuit R/T, 3DS Toad Circuit T, GCN Dino Dino Jungle T, GCN Yoshi Circuit T, Merry Mountain T, N64 Royal Raceway R/T, New York Minute 3R/T, New York Minute 3T, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, SNES Choco Island 2R/T, SNES Ghost Valley 1T, SNES Vanilla Lake 1R/T, Tokyo Blur 3T, Tokyo Blur 4T, Vancouver Velocity T, Wii DK Summit T","3DS Shy Guy Bazaar R/T, RMX Choco Island 1T","DS Waluigi Pinball T, RMX Choco Island 1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Daisy (Fairy),High-End,Heat,2020-05-06,Flower Tour,FALSE,FALSE,"3DS Mario Circuit R, 3DS Rainbow Road, DS Luigi's Mansion R/T, GBA Sunset Wilds R, RMX Choco Island 1, RMX Choco Island 2, RMX Mario Circuit 1T, SNES Choco Island 2, SNES Choco Island 2R, SNES Choco Island 2R/T, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, SNES Vanilla Lake 1R/T, Tokyo Blur T, Wii Maple Treeway","3DS Daisy Hills R, N64 Koopa Troopa Beach R/T","GCN Yoshi Circuit R, RMX Choco Island 1R",,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,Mario (Chef),High-End,Lucky Seven,2020-06-03,Cooking Tour,FALSE,FALSE,"3DS Mario Circuit R, DS Luigi's Mansion, N64 Choco Mountain, N64 Choco Mountain R, Paris Promenade 2, RMX Choco Island 1, RMX Choco Island 1R, RMX Mario Circuit 1, SNES Choco Island 1, SNES Choco Island 2, SNES Choco Island 2R, SNES Donut Plains 1, SNES Donut Plains 1R/T, SNES Mario Circuit 3R/T, Tokyo Blur 3, Wii DK Summit R","SNES Donut Plains 1T, SNES Mario Circuit 2","RMX Choco Island 1T, SNES Mario Circuit 3",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
76,Peach (Wedding),High-End,Triple Mushrooms,2020-06-17,Peach Tour,FALSE,FALSE,"3DS Daisy Hills R, 3DS Shy Guy Bazaar, 3DS Toad Circuit R, Berlin Byways 2T, GBA Sunset Wilds T, London Loop, Los Angeles Laps R, N64 Royal Raceway, N64 Royal Raceway R, RMX Choco Island 2, RMX Choco Island 2T, RMX Mario Circuit 1, RMX Mario Circuit 1R/T, RMX Rainbow Road 2, SNES Donut Plains 1, SNES Donut Plains 1R, SNES Rainbow Road, SNES Rainbow Road R","3DS Daisy Hills, 3DS Toad Circuit","3DS Shy Guy Bazaar R, SNES Koopa Troopa Beach 2",,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,Rosalina (Swimwear),High-End,Coin Box,2020-07-01,Marine Tour,FALSE,FALSE,"GCN Yoshi Circuit R/T, Los Angeles Laps T, N64 Frappe Snowland R, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R/T, N64 Royal Raceway R, N64 Royal Raceway T, RMX Rainbow Road 1, SNES Choco Island 1, SNES Choco Island 1T, SNES Donut Plains 1T, SNES Koopa Troopa Beach 2, SNES Rainbow Road R/T","3DS Mario Circuit R/T, 3DS Rainbow Road","N64 Choco Mountain T, RMX Mario Circuit 1R",,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,Mario (Swimwear),High-End,Dash Ring,2020-07-01,Marine Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon, 3DS Mario Circuit R/T, DS Airship Fortress, Los Angeles Laps, Los Angeles Laps R, RMX Choco Island 1R, RMX Mario Circuit 1, RMX Mario Circuit 1R, SNES Koopa Troopa Beach 2R, SNES Koopa Troopa Beach 2T, SNES Mario Circuit 1R, SNES Mario Circuit 2T, SNES Mario Circuit 3, SNES Vanilla Lake 1R/T","3DS Cheep Cheep Lagoon R, SNES Mario Circuit 1T","DS Airship Fortress R, DS Airship Fortress T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
79,Captain Toad,High-End,Hammer,2020-07-15,Exploration Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R, 3DS Cheep Cheep Lagoon T, 3DS Toad Circuit R/T, 3DS Toad Circuit T, GBA Bowser's Castle 1, GBA Sunset Wilds R, Merry Mountain, N64 Choco Mountain, N64 Choco Mountain R, N64 Kalimari Desert 2T, RMX Choco Island 1R, RMX Choco Island 2, SNES Koopa Troopa Beach 2, SNES Mario Circuit 3R, Wii DK Summit R","3DS Cheep Cheep Lagoon R/T, GBA Bowser's Castle 1R","DS Airship Fortress, N64 Kalimari Desert 2",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
80,Toadette (Explorer),High-End,Double Bob-ombs,2020-07-15,Exploration Tour,FALSE,FALSE,"3DS Daisy Hills, 3DS Daisy Hills R, 3DS Rock Rock Mountain, 3DS Toad Circuit, 3DS Toad Circuit R, GBA Sunset Wilds R/T, N64 Choco Mountain T, N64 Kalimari Desert 2R, N64 Kalimari Desert R, N64 Kalimari Desert R/T, N64 Koopa Troopa Beach T, N64 Royal Raceway, N64 Royal Raceway R, SNES Choco Island 2T, Wii DK Summit","3DS Rainbow Road R/T, GCN Dino Dino Jungle","N64 Choco Mountain R, N64 Kalimari Desert 2",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
81,Daisy (Yukata),High-End,Fire Flower,2020-08-26,Summer Festival Tour,FALSE,FALSE,"3DS Daisy Hills, 3DS Daisy Hills R, 3DS Daisy Hills R/T, 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar R/T, DS Airship Fortress, DS Waluigi Pinball R, N64 Koopa Troopa Beach R/T, RMX Rainbow Road 1R, RMX Rainbow Road 1T, SNES Donut Plains 1R/T, SNES Ghost Valley 1R/T, SNES Koopa Troopa Beach 2T, Tokyo Blur, Tokyo Blur 3, Tokyo Blur 3R, Tokyo Blur 4","3DS Shy Guy Bazaar, SNES Koopa Troopa Beach 2R","N64 Kalimari Desert R, SNES Koopa Troopa Beach 2",,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
82,Mario (SNES),High-End,Triple Mushrooms,2020-09-09,Super Mario Kart Tour,FALSE,FALSE,"Berlin Byways 2T, GCN Yoshi Circuit, GCN Yoshi Circuit T, N64 Royal Raceway T, New York Minute 3, RMX Rainbow Road 1, RMX Rainbow Road 1R, RMX Rainbow Road 2T, SNES Choco Island 2T, SNES Ghost Valley 1R/T, SNES Mario Circuit 1R/T, SNES Rainbow Road R/T, SNES Rainbow Road T, Tokyo Blur 4R/T, Tokyo Blur R/T","GCN Yoshi Circuit R, SNES Mario Circuit 1","RMX Rainbow Road 1T, SNES Vanilla Lake 1T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,Mario (Sunshine),High-End,Giant Banana,2020-09-23,Los Angelas Tour,FALSE,FALSE,"London Loop T, Los Angeles Laps, N64 Kalimari Desert 2, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach T, New York Minute 3T, Paris Promenade T, RMX Choco Island 1T, RMX Mario Circuit 1R/T, RMX Mario Circuit 1T, RMX Rainbow Road 1T, RMX Rainbow Road 2T, SNES Choco Island 2R, SNES Choco Island 2T, SNES Donut Plains 2T, Tokyo Blur R/T, Vancouver Velocity T","N64 Choco Mountain T, N64 Kalimari Desert 2T","3DS Cheep Cheep Lagoon R/T, SNES Rainbow Road R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
84,Mario (Halloween),High-End,Lucky Seven,2020-10-21,Halloween Tour (2020),FALSE,FALSE,"3DS Mario Circuit T, 3DS Neo Bowser City R, DS Luigi's Mansion R, DS Luigi's Mansion T, GBA Sunset Wilds R/T, Merry Mountain T, RMX Mario Circuit 1R/T, RMX Rainbow Road 2T, SNES Mario Circuit 1, SNES Mario Circuit 1R, SNES Mario Circuit 3, Wii DK Summit R, Wii Maple Treeway","N64 Frappe Snowland, N64 Kalimari Desert","3DS Rainbow Road R/T, Wii Maple Treeway T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
85,Peach (Halloween),High-End,Fire Flower,2020-10-21,Halloween Tour (2020),FALSE,FALSE,"3DS Neo Bowser City R/T, 3DS Rosalina's Ice World R, Berlin Byways 2, DS Airship Fortress, DS Luigi's Mansion T, Merry Mountain, N64 Frappe Snowland, N64 Royal Raceway, N64 Royal Raceway R/T, N64 Royal Raceway T, Paris Promenade 2T, RMX Rainbow Road 2, SNES Ghost Valley 1, SNES Mario Circuit 2T, SNES Rainbow Road R/T, Wii Maple Treeway T","3DS Rainbow Road R/T, Wii Maple Treeway R","DS Luigi's Mansion R, N64 Frappe Snowland R",,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
